Cell,Run,Barcode,Species,CellType,s4U,Time,ActD,Phase,IAA,Stage
20221014_K562_2.C49.K562_s4U_500uM_180min,20221014_K562_2,65,Human,K562,500,3.0,,,,
20221014_K562_2.C50.K562_s4U_500uM_180min,20221014_K562_2,66,Human,K562,500,3.0,,,,
20221014_K562_2.C51.K562_s4U_500uM_180min,20221014_K562_2,67,Human,K562,500,3.0,,,,
20221014_K562_2.C52.K562_s4U_500uM_180min,20221014_K562_2,68,Human,K562,500,3.0,,,,
20221014_K562_2.C53.K562_s4U_500uM_180min,20221014_K562_2,69,Human,K562,500,3.0,,,,
20221014_K562_2.C54.K562_s4U_500uM_180min,20221014_K562_2,70,Human,K562,500,3.0,,,,
20221014_K562_2.C55.K562_s4U_500uM_180min,20221014_K562_2,71,Human,K562,500,3.0,,,,
20221014_K562_2.C56.K562_s4U_500uM_180min,20221014_K562_2,73,Human,K562,500,3.0,,,,
20221014_K562_2.C57.K562_s4U_500uM_180min,20221014_K562_2,75,Human,K562,500,3.0,,,,
20221014_K562_2.C58.K562_s4U_500uM_180min,20221014_K562_2,76,Human,K562,500,3.0,,,,
20221014_K562_2.C59.K562_s4U_500uM_180min,20221014_K562_2,78,Human,K562,500,3.0,,,,
20221014_K562_2.C60.K562_s4U_500uM_180min,20221014_K562_2,81,Human,K562,500,3.0,,,,
20221014_K562_2.C61.K562_s4U_500uM_180min,20221014_K562_2,82,Human,K562,500,3.0,,,,
20221014_K562_2.C62.K562_s4U_500uM_180min,20221014_K562_2,83,Human,K562,500,3.0,,,,
20221014_K562_2.C63.K562_s4U_500uM_180min,20221014_K562_2,84,Human,K562,500,3.0,,,,
20221014_K562_2.C64.K562_s4U_500uM_180min,20221014_K562_2,85,Human,K562,500,3.0,,,,
20221014_K562_2.C65.K562_s4U_500uM_180min,20221014_K562_2,86,Human,K562,500,3.0,,,,
20221014_K562_2.C66.K562_s4U_500uM_180min,20221014_K562_2,87,Human,K562,500,3.0,,,,
20221014_K562_2.C67.K562_s4U_500uM_180min,20221014_K562_2,88,Human,K562,500,3.0,,,,
20221014_K562_2.C68.K562_s4U_500uM_180min,20221014_K562_2,89,Human,K562,500,3.0,,,,
20221014_K562_2.C69.K562_s4U_500uM_180min,20221014_K562_2,91,Human,K562,500,3.0,,,,
20221014_K562_2.C70.K562_s4U_500uM_180min,20221014_K562_2,92,Human,K562,500,3.0,,,,
20221014_K562_2.C71.K562_s4U_500uM_180min,20221014_K562_2,93,Human,K562,500,3.0,,,,
20221014_K562_2.C72.K562_s4U_500uM_180min,20221014_K562_2,94,Human,K562,500,3.0,,,,
20221014_K562_2.C73.K562_s4U_500uM_180min,20221014_K562_2,95,Human,K562,500,3.0,,,,
20221014_K562_2.C74.K562_s4U_500uM_180min,20221014_K562_2,96,Human,K562,500,3.0,,,,
20221018_Blastocyst_41.C01.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,1,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C02.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,2,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C03.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,4,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C04.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,5,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C05.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,6,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C06.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,7,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C07.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,8,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C08.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,11,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221018_Blastocyst_41.C09.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,12,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C10.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,13,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C11.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,14,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221018_Blastocyst_41.C12.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,19,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C13.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,20,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C14.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,21,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C15.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,22,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C16.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,26,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C17.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,27,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C18.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,28,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C19.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,29,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C20.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,30,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C21.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,33,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C22.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,34,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C23.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,36,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C24.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,37,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C25.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,41,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C26.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,42,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C27.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,43,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C28.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,44,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C29.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,48,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C30.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,49,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C31.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,50,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C32.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,51,Mouse,MouseBlastocyst,400,3.0,,,,Mid
20221018_Blastocyst_41.C33.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,52,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C34.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,53,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C35.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,55,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C36.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,56,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C37.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,57,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C38.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,58,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C39.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,59,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C40.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,61,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C41.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,62,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C42.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,63,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C43.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,64,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C44.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,66,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C45.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,67,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C46.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,68,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C47.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,69,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C48.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,70,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C49.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,71,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C50.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,73,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C51.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,75,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C52.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,76,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C53.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,77,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C54.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,78,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C55.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,80,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C56.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,82,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C57.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,83,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C58.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,84,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C59.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,85,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C60.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,86,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C61.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,88,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C62.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,89,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C63.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,91,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C64.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,93,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C65.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,94,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221018_Blastocyst_41.C66.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,95,Mouse,MouseBlastocyst,400,3.0,,,,Early
20221018_Blastocyst_41.C67.MouseBlastocyst_s4U_400uM_180min,20221018_Blastocyst_41,96,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C01.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,4,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C02.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,6,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C03.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,11,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C04.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,12,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C05.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,17,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C06.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,18,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C07.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,19,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C08.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,20,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C09.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,25,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C10.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,26,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C11.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,27,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C12.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,28,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C13.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,29,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C14.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,30,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C15.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,31,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C16.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,32,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C17.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,34,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C18.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,35,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C19.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,36,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C20.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,39,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C21.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,42,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C22.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,44,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C23.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,45,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C24.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,47,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C25.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,49,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C26.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,51,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C27.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,54,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C28.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,55,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C29.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,57,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C30.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,58,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C31.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,62,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C32.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,64,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C33.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,65,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C34.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,66,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C35.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,67,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C36.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,68,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C37.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,69,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C38.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,70,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C39.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,71,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C40.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,73,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C41.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,76,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C42.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,77,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C43.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,80,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C44.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,81,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C45.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,82,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C46.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,83,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C47.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,84,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C48.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,85,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C49.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,86,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C50.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,87,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C51.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,89,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C52.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,90,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C53.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,91,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C54.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,92,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C55.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,93,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221019_Blastocyst_43.C56.MouseBlastocyst_s4U_400uM_180min,20221019_Blastocyst_43,96,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C01.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,1,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C02.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,2,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C03.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,4,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C04.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,5,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C05.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,6,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C06.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,8,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C07.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,11,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C08.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,12,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C09.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,13,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C10.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,14,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C11.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,16,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C12.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,17,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C13.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,18,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C14.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,19,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C15.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,20,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C16.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,24,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C17.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,25,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C18.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,26,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C19.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,27,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C20.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,28,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C21.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,29,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C22.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,30,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C23.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,31,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C24.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,34,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C25.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,35,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C26.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,36,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C27.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,37,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C28.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,40,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C29.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,41,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C30.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,42,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C31.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,43,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C32.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,44,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C33.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,46,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C34.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,49,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C35.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,51,Mouse,MouseBlastocyst,400,3.0,,,,Late
20221031_Blastocyst_45.C36.MouseBlastocyst_s4U_400uM_180min,20221031_Blastocyst_45,53,Mouse,MouseBlastocyst,400,3.0,,,,Late
